@relation 'B_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1-C-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute -0.97X+0.244Y numeric
@attribute -0.97Y-0.244X numeric
@attribute class {0,1}

@data
0.648105,0.539414,1
0.034915,0.222334,1
0.392476,0.981129,1
0.124964,0.308616,1
0.130329,0.778817,1
0.062024,0.262098,1
0.569758,0.577374,1
0.523702,0.905878,1
0.243599,0.867656,1
0.557388,0.80754,1
0.529221,0.860617,1
0.166455,0.66808,1
0.464689,0.745861,1
0.070705,0.398486,1
0.50805,0.672747,1
0.296735,0.776789,1
0.062639,0.247846,1
0.099631,0.24961,1
0.062422,0.287425,1
0.045034,0.241742,1
0.032781,0.485618,1
0.435651,0.73987,1
0.093319,0.420877,1
0.255298,0.852291,1
0.063944,0.329506,1
0.066084,0.119562,1
0.361298,0.952656,1
0.480187,0.715068,1
0.589196,0.584262,1
0.032658,0.086582,1
0.553184,0.663217,1
0.551568,0.642561,1
0.096584,0.380201,1
0.44239,0.860307,1
0.131209,0.402966,1
0.156118,0.509101,1
0.070256,0.514747,1
0.487022,0.746117,1
0.680832,0.588915,1
0.222915,0.749194,1
0.595921,0.84144,1
0.629209,0.566618,1
0.62873,0.53831,1
0.234708,0.854913,1
0.118302,0.175138,1
0.58588,0.48909,1
0.09671,0.535648,1
0.16786,0.767915,1
0.03089,0.038642,1
0.122321,0.260285,1
0.021613,0.278324,1
0.089839,0.541362,1
0.333223,0.946783,1
0.645728,0.445395,1
0.693301,0.550967,1
0.546574,0.609278,1
0.588591,0.547835,1
0.278783,0.796235,1
0.668836,0.681367,1
0.475652,0.709953,1
0.655248,0.543637,1
0.550541,0.892989,1
0.37076,0.827987,1
0.113127,0.111813,1
0.128039,0.336968,1
0.430573,0.963332,1
0.659615,0.379115,1
0.098029,0.733267,1
0.175743,0.71625,1
0.650496,0.492982,1
0.051918,0.310839,1
0.504969,0.662151,1
0.16788,0.571374,1
0.38992,0.74118,1
0.541829,0.645001,1
0.01031,0.078024,1
0.629152,0.631881,1
0.620837,0.356136,1
0.455096,0.964704,1
0.534875,0.863061,1
0.194794,0.623567,1
0.310126,0.872665,1
0.270705,0.69767,1
0.333884,0.756101,1
0.658822,0.541897,1
0.255794,0.946617,1
0.221366,0.882399,1
0.239367,0.670984,1
0.511635,0.730274,1
0.450018,0.77599,1
0.356145,1,1
0.142467,0.527195,1
0.02205,0.15749,1
0.199679,0.705402,1
0.526355,0.664887,1
0.116198,0.175047,1
0.429339,0.764608,1
0.657022,0.448475,1
0.434213,0.726369,1
0.024187,0.228407,1
0.396894,0.858068,1
0.382373,0.928025,1
0.603149,0.700201,1
0.114958,0.557513,1
0.291287,0.901494,1
0.298455,0.948835,1
0.008441,0.051654,1
0.406455,0.752426,1
0.624187,0.491565,1
0.662009,0.545971,1
0.060709,0.280943,1
0.358299,0.870032,1
0.147962,0.559476,1
0.638818,0.383048,1
0.710413,0.54953,1
0.641732,0.676247,1
0.423631,0.849858,1
0.183569,0.864824,1
0.370576,0.787442,1
0.005149,0.217856,1
0.505761,0.707241,1
0.07741,0.342039,1
0.169413,0.671484,1
0.003588,0.259699,1
0.690288,0.399414,1
0.302149,0.807082,1
0.228715,0.679889,1
0.536684,0.719968,1
0.595179,0.561989,1
0.05039,0.435859,1
0.56639,0.594772,1
0.547079,0.635336,1
0.206518,0.736545,1
0.279727,0.72261,1
0.090894,0.477085,1
0.720053,0.481164,1
0.188278,0.62129,1
0.422628,0.847881,1
0.534205,0.664155,1
0.610289,0.536022,1
0.090586,0.099025,1
0.087932,0.093363,1
0.472856,0.968645,1
0.26421,0.715409,1
0.356504,0.952549,1
0.643382,0.395855,1
0.555869,0.696509,1
0.132464,0.763773,1
0.103589,0.67115,1
0.24353,0.690112,1
0.1139,0.745436,1
0.623019,0.660199,1
0.104509,0.144913,1
0.069589,0.386944,1
0.091744,0.154269,1
0.348526,0.895422,1
0.275221,0.939771,1
0.179648,0.869274,1
0.643561,0.446055,1
0.010408,0.264985,1
0.088997,0.294667,1
0.127526,0.794469,1
0.225466,0.928998,1
0.398183,0.836357,1
0.062126,0.513275,1
0.463643,0.973387,1
0.692315,0.398568,1
0.636609,0.362225,1
0.144366,0.450589,1
0.161503,0.778916,1
0.16309,0.600693,1
0.472827,0.75733,1
0.142439,0.419272,1
0.199999,0.704077,1
0.031233,0.51003,1
0.27036,0.715112,1
0.545543,0.809164,1
0.301213,0.954622,1
0.28932,0.868678,1
0.113869,0.698082,1
0.011958,0.026555,1
0.369002,0.983116,1
0.138398,0.499464,1
0.189813,0.699187,1
0.003076,0.310343,1
0.571362,0.566276,1
0.23211,0.778989,1
0.383425,0.920633,1
0.357878,0.909161,1
0.04979,0.294632,1
0.631535,0.506508,1
0.483174,0.899477,1
0.236383,0.775052,1
0.027325,0.462191,1
0.037795,0.48023,1
0.179893,0.765392,1
0.274314,0.961423,1
0.341059,0.760262,1
0.703541,0.465835,1
0.035145,0.223726,1
0.155039,0.773494,1
0.612453,0.611688,1
0.423559,0.790076,1
0.651657,0.433346,1
0.083134,0.597945,1
0.185792,0.667573,1
0.558676,0.704255,1
0.15286,0.520017,1
0.625943,0.696474,1
0.100346,0.602072,1
0.061558,0.4876,1
0.643813,0.47388,1
0.570121,0.677519,1
0.424424,0.961894,1
0.05186,0.23461,1
0.303754,0.814747,1
0.022918,0.401703,1
0.398414,0.763934,1
0.533641,0.689711,1
0.011832,0.270194,1
0.349315,0.963438,1
0.614902,0.705824,1
0.439715,0.787085,1
0.089434,0.505572,1
0.221135,0.769104,1
0.324208,0.892026,1
0.439501,0.792984,1
0.544118,0.808432,1
0.55698,0.800696,1
0.463904,0.819868,1
0.272713,0.879055,1
0.694536,0.504045,1
0.164356,0.681167,1
0.451803,0.91561,1
0.05559,0.42066,1
0.456877,0.840401,1
0.105147,0.6481,1
0.502756,0.907149,1
0.177249,0.625092,1
0.32215,0.828171,1
0.147617,0.712102,1
0.672539,0.55165,1
0.07884,0.264151,1
0.082643,0.631055,1
0.653468,0.678424,1
0.115917,0.683818,1
0.124635,0.640917,1
0.081531,0.649459,1
0.416587,0.941152,1
0.491258,0.741089,1
0.082547,0.33985,1
0.058343,0.565088,1
0.304256,0.832199,1
0.453362,0.827449,1
0.274163,0.812252,1
0.529014,0.887437,1
0.13426,0.815086,1
0.44595,0.753035,1
0.411465,0.92592,1
0.033006,0.102105,1
0.148394,0.64446,1
0.026572,0.058469,1
0.574934,0.716378,1
0.186514,0.619511,1
0.245354,0.776523,1
0.509546,0.834725,1
0.622008,0.35178,1
0.570556,0.793151,1
0.433834,0.851905,1
0.511308,0.818215,1
0.320264,0.937798,1
0.354401,0.856211,1
0.244281,0.700819,1
0.333894,0.833308,1
0.170114,0.623705,1
0.324988,0.834349,1
0.136854,0.556891,1
0.151655,0.561392,1
0.076926,0.291898,1
0.526368,0.692486,1
0.655041,0.367813,1
0.03755,0.400388,1
0.455231,0.73753,1
0.221379,0.805488,1
0.100419,0.441263,1
0.638256,0.359225,1
0.173335,0.768131,1
0.069671,0.303451,1
0.025721,0.122204,1
0.389922,0.859977,1
0.667221,0.42264,1
0.033592,0.041453,1
0.3617,0.862275,1
0.094473,0.214144,1
0.122431,0.581609,1
0.046895,0.288585,1
0.231857,0.702915,1
0.725449,0.402823,1
0.386298,0.855967,1
0.061553,0.443956,1
0.111558,0.168035,1
0.298401,0.907036,1
0.429828,0.816588,1
0.466311,0.781386,1
0.046229,0.359348,1
0.609239,0.516309,1
0.644451,0.539547,1
0.239429,0.718264,1
0.139331,0.828565,1
0.142353,0.480468,1
0.049778,0.336096,1
0.180998,0.656658,1
0.513386,0.668247,1
0.482183,0.945558,1
0.577581,0.641877,1
0.360146,0.740894,1
0.547283,0.679297,1
0.264702,0.926327,1
0.235601,0.74472,1
0.554642,0.885327,1
0.604038,0.769596,1
0.37612,0.924605,1
0.415591,0.844375,1
0.199706,0.763497,1
0.669798,0.384389,1
0.490149,0.760848,1
0.147783,0.551896,1
0.212298,0.903856,1
0.420248,0.973255,1
0.620066,0.443892,1
0.543631,0.719255,1
0.28671,0.737462,1
0.654002,0.42315,1
0.091035,0.434773,1
0.309694,0.743681,1
0.61602,0.365259,1
0.134288,0.739001,1
0.615104,0.494452,1
0.390959,0.812262,1
0.542705,0.914606,1
0.354683,0.792892,1
0.25151,0.836117,1
0.684649,0.538256,1
0.277265,0.708983,1
0.491368,0.797139,1
0.566411,0.554046,1
0.261809,0.847744,1
0.49566,0.792579,1
0.685892,0.545831,1
0.229749,0.924229,1
0.063453,0.618671,1
0.619643,0.426247,1
0.580512,0.678431,1
0.063101,0.235015,1
0.628268,0.459322,1
0.383935,0.788545,1
0.118776,0.271353,1
0.382041,0.784428,1
0.545671,0.787235,1
0.077236,0.444013,1
0.034507,0.291735,1
0.557996,0.618166,1
0.323603,0.791045,1
0.622024,0.38156,1
0.113878,0.773352,1
0.085718,0.613526,1
0.27099,0.841612,1
0.627565,0.558364,1
0.100929,0.363451,1
0.29962,0.798609,1
0.262869,0.863587,1
0.214255,0.869677,1
0.557422,0.793857,1
0.112751,0.42285,1
0.182461,0.55737,1
0.679716,0.40946,1
0.031668,0.424061,1
0.103345,0.691238,1
0.331456,0.87307,1
0.29423,0.838006,1
0.146036,0.711425,1
0.151629,0.683823,1
0.471389,0.757814,1
0.635894,0.507506,1
0.141236,0.805968,1
0.64242,0.378113,1
0.034792,0.097386,1
0.270687,0.700254,1
0.574051,0.797669,1
0.188108,0.784058,1
0.340709,0.949376,1
0.088613,0.116411,1
0.554619,0.594113,1
0.595938,0.801839,1
0.118307,0.729788,1
0.111642,0.39426,1
0.135966,0.80364,1
0.01591,0.115939,1
0.079804,0.429122,1
0.160141,0.836935,1
0.636656,0.631154,1
0.650361,0.4802,1
0.113467,0.701662,1
0.62288,0.430667,1
0.519237,0.728371,1
0.604716,0.450141,1
0.041547,0.075355,1
0.344653,0.832603,1
0.268962,0.797437,1
0.475529,0.790421,1
0.211607,0.825132,1
0.082004,0.454405,1
0.066127,0.187994,1
0.300094,0.930379,1
0.163032,0.504755,1
0.083118,0.189005,1
0.679282,0.379937,1
0.382596,0.85029,1
0.35882,0.78672,1
0.706484,0.404827,1
0.1703,0.586475,1
0.659235,0.444946,1
0.077173,0.095019,1
0.10262,0.239327,1
0.105159,0.65734,1
0.407963,0.97851,1
0.575299,0.710147,1
0.651158,0.368259,1
0.557142,0.640321,1
0.1943,0.718681,1
0.198107,0.693218,1
0.13092,0.799507,1
0.112873,0.636731,1
0.135259,0.591549,1
0.309335,0.951188,1
0.414727,0.973683,1
0.521816,0.777133,1
0.324482,0.931779,1
0.185461,0.716449,1
0.023979,0.253515,1
0.506513,0.777962,1
0.191761,0.850922,1
0.545543,0.742538,1
0.700978,0.50473,1
0.058639,0.255197,1
0.325512,0.756078,1
0.127204,0.475939,1
0.65143,0.386873,1
0.185441,0.869442,1
0.426927,0.786313,1
0.018458,0.396706,1
0.136115,0.537554,1
0.070765,0.30975,1
0.515714,0.724297,1
0.319876,0.866932,1
0.587951,0.613132,1
0.555195,0.682282,1
0.456064,0.906059,1
0.322214,0.965315,1
0.487281,0.891574,1
0.269331,0.939875,1
0.349495,0.943175,1
0.515068,0.741284,1
0.12542,0.426894,1
0.086872,0.600688,1
0.287418,0.971618,1
0.578714,0.772316,1
0.144828,0.783864,1
0.405138,0.788029,1
0.650831,0.666501,1
0.346564,0.885347,1
0.348645,0.867567,1
0.19214,0.591074,1
0.667913,0.689658,1
0.537371,0.691112,1
0.702862,0.402522,1
0.188075,0.653644,1
0.61145,0.53847,1
0.417428,0.856614,1
0.047771,0.519552,1
0.252748,0.872593,1
0.072888,0.406877,1
0.6405,0.605622,1
0.087476,0.136423,1
0.204923,0.888775,1
0.105288,0.208319,1
0.254136,0.71088,1
0.24534,0.773961,1
0.490326,0.805583,1
0.048142,0.474791,1
0.36082,0.815445,1
0.31421,0.781561,1
0.104455,0.272459,1
0.204769,0.617722,1
0.232505,0.695765,1
0.54978,0.727271,1
0.512279,0.711479,1
0.120656,0.387631,1
0.137625,0.811946,1
0.039786,0.146529,1
0.073377,0.351677,1
0.566766,0.682428,1
0.122791,0.423855,1
0.63895,0.517065,1
0.269138,0.927866,1
0.372738,0.898328,1
0.63674,0.38448,1
0.489546,0.876288,1
0.505505,0.869096,1
0.678927,0.63777,1
0.24197,0.701352,1
0.56814,0.77639,1
0.108689,0.258532,1
0.115789,0.544434,1
0.314172,0.870485,1
0.585171,0.679694,1
0.097108,0.147791,1
0.60463,0.630173,1
0.059676,0.479169,1
0.533831,0.721369,1
0.510894,0.85171,1
0.547667,0.906467,1
0.117627,0.691878,1
0.362446,0.80117,1
0.114418,0.238113,1
0.577169,0.781879,1
0.692596,0.41475,1
0.26384,0.824657,1
0.069356,0.130985,1
0.721764,0.472435,1
0.430533,0.935529,1
0.337415,0.946099,1
0.128818,0.484133,1
0.518496,0.871505,1
0.050646,0.424796,1
0.122729,0.378325,1
0.56597,0.698875,1
0.433944,0.950615,1
0.124986,0.375338,1
0.033192,0.526101,1
0.588309,0.789452,1
0.503862,0.761407,1
0.71471,0.460511,1
0.040724,0.187895,1
0.097308,0.199851,1
0.129606,0.780626,1
0.484734,0.839203,1
0.190605,0.688598,1
0.283851,0.747045,1
0.515399,0.683343,1
0.660441,0.580996,1
0.081741,0.155837,1
0.120413,0.318519,1
0.496815,0.877783,1
0.433059,0.792983,1
0.379391,0.806624,1
0.133212,0.603911,1
0.621703,0.70648,1
0.581563,0.606423,1
0.154433,0.714996,1
0.032567,0.21073,1
0.206339,0.630104,1
0.556447,0.615459,1
0.586489,0.485859,1
0.396735,0.864891,1
0.34615,0.752656,1
0.548896,0.630345,1
0.06216,0.21723,1
0.552053,0.586592,1
0.084666,0.680936,1
0.254047,0.914166,1
0.069966,0.150332,1
0.64373,0.675354,1
0.700784,0.391777,1
0.6321,0.729869,1
0.114407,0.134894,1
0.140614,0.524037,1
0.212131,0.757717,1
0.456208,0.768083,1
0.648285,0.441548,1
0.336384,0.777684,1
0.114668,0.509495,1
0.46749,0.843667,1
0.108561,0.316681,1
0,0.228085,1
0.288512,0.792932,1
0.439299,0.952265,1
0.459523,0.79788,1
0.15655,0.592599,1
0.44008,0.7702,1
0.556428,0.889575,1
0.637122,0.42428,1
0.092447,0.387119,1
0.57923,0.721209,1
0.078325,0.285506,1
0.094803,0.267373,1
0.621278,0.512602,1
0.115419,0.089177,1
0.28735,0.877998,1
0.307562,0.809857,1
0.556013,0.851518,1
0.103555,0.699582,1
0.563122,0.675585,1
0.215506,0.689506,1
0.690212,0.428011,1
0.025059,0.097126,1
0.520968,0.799652,1
0.517009,0.659028,1
0.711553,0.402682,1
0.056842,0.193711,1
0.194061,0.608017,1
0.34773,0.78283,1
0.059051,0.055395,1
0.551757,0.848726,1
0.042587,0.290806,1
0.392663,0.975857,1
0.528329,0.657154,1
0.246564,0.703659,1
0.268808,0.868265,1
0.006644,0.282512,1
0.585026,0.554148,1
0.706663,0.535791,1
0.185299,0.632355,1
0.331141,0.904031,1
0.557233,0.638836,1
0.169253,0.525659,1
0.075346,0.409828,1
0.176916,0.740217,1
0.161556,0.65431,1
0.571525,0.766847,1
0.278247,0.752356,1
0.467077,0.71742,1
0.563974,0.560335,1
0.022757,0.293105,1
0.054188,0.076697,1
0.34639,0.927213,1
0.462802,0.915026,1
0.142503,0.510398,1
0.114839,0.16934,1
0.00794,0.052507,1
0.026904,0.070145,1
0.062558,0.351956,1
0.046762,0.201242,1
0.591702,0.671283,1
0.649848,0.359679,1
0.08829,0.327314,1
0.011871,0.254477,1
0.450917,0.867299,1
0.669082,0.630309,1
0.324791,0.760973,1
0.482893,0.771868,1
0.34143,0.924278,1
0.638152,0.439625,1
0.397948,0.77985,1
0.132258,0.474944,1
0.039473,0.420107,1
0.618247,0.687385,1
0.374046,0.989387,1
0.585321,0.722687,1
0.148378,0.671457,1
0.618157,0.408094,1
0.318247,0.789942,1
0.166253,0.697692,1
0.552095,0.830842,1
0.492967,0.733387,1
0.191345,0.741705,1
0.366769,0.914334,1
0.077435,0.63253,1
0.103971,0.321461,1
0.191747,0.742607,1
0.100805,0.708232,1
0.118987,0.542229,1
0.670559,0.625873,1
0.615876,0.516454,1
0.125363,0.636848,1
0.557338,0.709737,1
0.395336,0.830857,1
0.700106,0.393068,1
0.623191,0.508334,1
0.17754,0.603831,1
0.384743,0.905455,1
0.634066,0.358597,1
0.470853,0.8372,1
0.114518,0.517537,1
0.656768,0.664956,1
0.472514,0.803762,1
0.547055,0.722204,1
0.103031,0.221677,1
0.148684,0.66972,1
0.469689,0.723505,1
0.35084,0.993671,1
0.445123,0.857313,1
0.020268,0.083732,1
0.443667,0.827774,1
0.696632,0.445319,1
0.581661,0.674305,1
0.173504,0.749777,1
0.167644,0.629878,1
0.051864,0.432468,1
0.267417,0.776565,1
0.045898,0.308346,1
0.58896,0.62468,1
0.609805,0.470333,1
0.115019,0.44001,1
0.212038,0.894462,1
0.121302,0.153687,1
0.064685,0.409802,1
0.367031,0.827935,1
0.018658,0.046487,1
0.114275,0.706289,1
0.436426,0.802531,1
0.063384,0.200647,1
0.111289,0.142758,1
0.560933,0.809952,1
0.058566,0.222936,1
0.274253,0.861594,1
0.642117,0.447365,1
0.627753,0.469412,1
0.038575,0.241673,1
0.371809,0.879147,1
0.690368,0.407593,1
0.162172,0.521527,1
0.716677,0.455643,1
0.188884,0.884094,1
0.671535,0.421962,1
0.082303,0.646131,1
0.143229,0.55397,1
0.413622,0.743641,1
0.375774,0.79636,1
0.01648,0.045202,1
0.086826,0.310752,1
0.06271,0.396401,1
0.078011,0.500352,1
0.320525,0.901278,1
0.33168,0.859562,1
0.08543,0.232363,1
0.152586,0.83998,1
0.094964,0.119736,1
0.580025,0.59639,1
0.643028,0.694229,1
0.305902,0.949364,1
0.535537,0.678343,1
0.604219,0.718643,1
0.172358,0.561402,1
0.490355,0.757968,1
0.06555,0.179202,1
0.224025,0.721308,1
0.211043,0.706163,1
0.136665,0.820113,1
0.580453,0.626177,1
0.048196,0.256747,1
0.1289,0.357571,1
0.11658,0.145182,1
0.445431,0.964164,1
0.238256,0.656885,1
0.614913,0.658403,1
0.546681,0.696544,1
0.116884,0.286115,1
0.109784,0.658378,1
0.183098,0.750654,1
0.630371,0.371162,1
0.46467,0.847303,1
0.21416,0.715369,1
0.648442,0.630938,1
0.289739,0.732856,1
0.604883,0.594782,1
0.6255,0.641533,1
0.074776,0.33742,1
0.091302,0.428157,1
0.543083,0.749344,1
0.149716,0.506159,1
0.326618,0.986609,1
0.436788,0.789391,1
0.600073,0.781022,1
0.018043,0.413749,1
0.064121,0.346305,1
0.17866,0.712104,1
0.445112,0.782537,1
0.042059,0.320666,1
0.036084,0.212857,1
0.134226,0.517103,1
0.152233,0.798945,1
0.18125,0.586932,1
0.045536,0.152917,1
0.514752,0.839539,1
0.619665,0.480394,1
0.020199,0.042622,1
0.204716,0.740185,1
0.013185,0.270252,1
0.516156,0.891529,1
0.432524,0.775169,1
0.622071,0.613412,1
0.562802,0.724365,1
0.163568,0.564028,1
0.301463,0.775316,1
0.198386,0.852583,1
0.374325,0.890509,1
0.460647,0.726375,1
0.637589,0.393574,1
0.096823,0.388705,1
0.62845,0.58023,1
0.093663,0.070827,1
0.134505,0.456318,1
0.630646,0.703522,1
0.511815,0.778037,1
0.45828,0.856892,1
0.370469,0.823058,1
0.039342,0.478942,1
0.510384,0.701834,1
0.567686,0.546543,1
0.298177,0.720432,1
0.284335,0.836407,1
0.464609,0.745733,1
0.227385,0.684467,1
0.105735,0.369331,1
0.519372,0.799322,1
0.361583,0.812974,1
0.36911,0.984844,1
0.180191,0.81375,1
0.593568,0.58504,1
0.285533,0.839346,1
0.389418,0.867647,1
0.326415,0.862998,1
0.009709,0.140421,1
0.589344,0.542504,1
0.297188,0.983487,1
0.104462,0.248567,1
0.453033,0.892038,1
0.145953,0.436928,1
0.461987,0.949121,1
0.104947,0.228638,1
0.703461,0.483564,1
0.231863,0.694108,1
0.037224,0.183846,1
0.495809,0.740409,1
0.098741,0.639047,1
0.1108,0.703525,1
0.682294,0.487988,1
0.009258,0.231207,1
0.618623,0.610471,1
0.438236,0.966646,1
0.29111,0.794011,1
0.504543,0.672725,1
0.632185,0.755586,1
0.533052,0.635023,1
0.582894,0.859047,1
0.076174,0.475698,1
0.132199,0.43028,1
0.076949,0.095229,1
0.106052,0.678817,1
0.623009,0.655626,1
0.245206,0.931106,1
0.700196,0.440097,1
0.275933,0.885463,1
0.658324,0.384728,1
